date_of_race,horse_name,bookie_odds,venue,ew_stake,balance,rating,current_time,expected_value,expected_return,win_stake,place_stake,win_odds,place_odds,betfair_balance,max_profit,is_lay,win_matched,lay_matched,arbritrage_profit,place_payout,balance_in_betfair
01 Mar 14:05 2021,Ginger Du Val,5.5,Plumpton,0.19,30.74,99.94,03 Jan 12:37 2021,3.59%,0.01,10.87,16.14,6.6,1.58,78.84,0.01,False,0.0,0.0,0.0,5.0,0.0
01 Mar 14:05 2021,Loughan,3.75,Plumpton,0.17,30.36,100.04,03 Jan 13:38 2021,2.02%,0.0,11.83,15.73,4.3,1.35,78.84,0.01,False,0.0,0.0,0.0,5.0,0.0
01 Mar 16:00 2021,Tokyo Getaway,13.0,Punchestown,0.14,30.02,102.71,03 Jan 13:51 2021,8.8%,0.01,9.76,12.24,14.0,3.45,78.84,0.57,False,0.0,0.0,0.0,4.0,0.0
01 Mar 14:50 2021,Mahons Glory,3.5,Punchestown,0.12,29.74,99.25,03 Jan 14:10 2021,1.52%,0.0,16.39,18.61,3.65,1.42,78.84,0.25,False,0.0,0.0,0.0,5.0,0.0
01 Mar 17:20 2021,Balearic,7.5,Wolverhampton,0.1,29.5,100.17,03 Jan 14:31 2021,3.11%,0.0,11.46,14.09,8.2,2.06,78.84,0.04,False,0.0,0.0,0.0,5.0,0.0
02 Mar 12:30 2021,Omar Maretti,2.2,Catterick,0.19,30.8,99.61,03 Feb 08:01 2021,1.05%,0.0,29.15,34.95,2.36,1.15,78.84,0.24,False,0.0,0.0,0.0,5.0,0.0
02 Mar 16:40 2021,Tango De Juilley,8.5,Leicester,0.26,30.42,102.41,03 Feb 09:23 2021,7.48%,0.02,6.19,10.53,11.0,1.92,78.84,0.39,False,0.0,0.0,0.0,5.0,0.0
02 Mar 12:30 2021,El Jefe,13.0,Catterick,0.14,29.9,101.23,03 Feb 11:48 2021,5.15%,0.01,14.83,44.05,25.0,2.22,78.84,0.7,False,0.0,0.0,0.0,5.0,0.0
02 Mar 12:30 2021,Very Patient,51.0,Catterick,0.2,29.62,106.63,03 Feb 12:05 2021,22.87%,0.05,4.74,24.44,140.0,5.9,78.84,1.72,False,0.0,0.0,0.0,5.0,0.0
02 Mar 16:40 2021,Straidnahanna,26.0,Leicester,0.12,30.35,103.04,03 Feb 15:29 2021,11.76%,0.01,9.76,18.93,36.0,4.3,78.84,0.82,False,0.0,0.0,0.0,5.0,0.0
03 Mar 13:30 2021,Balko Saint,2.5,Wincanton,0.38,30.76,100.26,03 Mar 10:28 2021,2.71%,0.01,36.82,42.22,2.6,1.22,78.84,0.2,False,0.0,0.0,0.0,5.0,0.0
03 Mar 12:45 2021,Presentandcounting,2.0,Musselburgh,0.77,30.0,101.3,03 Mar 11:41 2021,3.91%,0.03,36.89,41.67,2.08,1.16,78.84,0.99,False,0.0,0.0,0.0,4.0,0.0
04 Mar 16:50 2021,Thunder Lily,29.0,Chelmsford City,0.12,30.86,102.96,03 Apr 12:05 2021,9.31%,0.01,4.11,13.75,60.0,4.1,78.84,0.5,False,0.0,0.0,0.0,5.0,0.0
04 Mar 16:50 2021,Cheshire Plain,101.0,Chelmsford City,0.11,30.62,112.13,03 Apr 12:58 2021,28.52%,0.03,2.53,10.06,220.0,11.5,78.84,1.33,False,0.0,0.0,0.0,5.0,0.0
04 Mar 16:50 2021,Lexington Liberty,8.0,Chelmsford City,0.11,30.4,100.21,03 Apr 16:11 2021,2.9%,0.0,14.63,28.31,11.5,1.8,78.84,0.09,False,0.0,0.0,0.0,5.0,0.0
04 Mar 16:50 2021,Regent,2.5,Chelmsford City,0.11,30.18,99.63,03 Apr 16:37 2021,0.72%,0.0,77.68,99.21,2.82,1.16,78.84,0.65,False,0.0,0.0,0.0,5.0,0.0
05 Mar 09:00 2021,Kichierro,11.0,Cranbourne,0.18,30.38,99.97,03 May 08:59 2021,7.57%,0.01,10.19,15.06,13.0,2.44,78.84,0.01,False,0.0,0.0,0.0,5.0,0.0
05 Mar 14:50 2021,Timberman,2.25,Doncaster,0.28,32.54,99.81,03 May 11:11 2021,1.51%,0.0,19.85,23.65,2.4,1.16,78.84,0.08,False,0.0,0.0,0.0,5.0,0.0
05 Mar 13:35 2021,Hamundarson,2.25,Fairyhouse,0.83,31.98,100.51,03 May 11:35 2021,4.66%,0.04,10.0,11.16,2.3,1.17,78.84,0.1,False,0.0,0.0,0.0,5.0,0.0
05 Mar 17:05 2021,Bard Of Brittany,17.0,Doncaster,0.1,31.36,102.27,03 May 14:17 2021,8.08%,0.01,10.4,12.56,18.0,4.4,78.84,0.5,False,0.0,0.0,0.0,4.0,0.0
06 Mar 15:11 2021,Imajorblush,7.5,Lingfield,0.22,33.54,100.58,03 Jun 11:20 2021,6.0%,0.01,8.35,12.56,9.0,2.14,78.84,0.12,False,0.0,0.0,0.0,4.0,0.0
06 Mar 14:13 2021,Sumtinboutporter,126.0,Navan,0.29,33.1,118.77,03 Jun 11:42 2021,48.96%,0.14,0.63,11.87,1000.0,11.0,78.84,1.88,False,0.0,0.0,0.0,5.0,0.0
06 Mar 15:11 2021,Enmeshing,21.0,Lingfield,1.55,32.52,108.55,03 Jun 12:01 2021,0,0.0,0.96,2.59,29.0,3.6,45.22,2.05,True,0.96,2.59,0.25,4.0,0.0
06 Mar 15:11 2021,Enmeshing,21.0,Lingfield,0.37,29.42,110.17,03 Jun 12:02 2021,23.93%,0.09,8.03,21.2,34.0,3.7,45.22,2.65,False,0.0,0.0,0.0,4.0,0.0
06 Mar 15:11 2021,Enmeshing,21.0,Lingfield,0.75,28.68,104.14,03 Jun 12:04 2021,0,0.0,0.39,1.24,29.0,0.0,34.3,0.99,True,0.39,0.0,0.0,4.0,0.0
06 Mar 15:11 2021,Three Dragons,10.0,Lingfield,0.16,27.18,100.74,03 Jun 15:03 2021,6.85%,0.01,6.44,12.45,14.0,2.4,34.3,0.13,False,0.0,0.0,0.0,4.0,0.0
07 Mar 14:00 2021,Hystery Bere,3.75,Huntingdon,0.18,27.44,98.63,03 Jul 08:20 2021,2.71%,0.0,11.5,12.38,3.8,1.49,82.7,0.32,False,0.0,0.0,0.0,5.0,0.0
07 Mar 13:50 2021,Malpas,2.75,Sedgefield,0.74,27.08,102.45,03 Jul 08:53 2021,6.54%,0.05,12.95,17.37,3.1,1.22,82.7,0.71,False,0.0,0.0,0.0,4.0,0.0
09 Mar 14:25 2021,Shumard,15.0,Clonmel,0.15,25.88,102.47,03 Sep 10:54 2021,10.82%,0.02,13.69,19.31,17.0,3.1,82.7,0.76,False,0.0,0.0,0.0,5.0,0.0
10 Mar 15:40 2021,Canada Kid,11.0,Catterick,0.21,25.88,102.89,03 Oct 15:13 2021,8.58%,0.02,8.47,23.03,19.5,2.3,82.7,0.87,False,0.0,0.0,0.0,4.0,0.0
10 Mar 15:40 2021,Loveyoutothemoon,67.0,Catterick,0.1,25.46,110.77,03 Oct 15:23 2021,27.58%,0.03,7.62,20.87,110.0,10.5,82.7,2.69,False,0.0,0.0,0.0,4.0,0.0
10 Mar 15:40 2021,Matthew Man,13.0,Catterick,0.33,25.26,105.08,03 Oct 15:23 2021,14.6%,0.05,13.55,42.62,25.0,2.46,82.7,2.64,False,0.0,0.0,0.0,4.0,0.0
11 Mar 15:15 2021,Mister Watson,2.2,Carlisle,0.18,33.28,99.76,03 Nov 11:12 2021,0.75%,0.0,19.92,26.91,2.56,1.08,82.7,0.11,False,0.0,0.0,0.0,5.0,0.0
11 Mar 15:15 2021,Sputnik,81.0,Carlisle,0.13,32.92,111.82,03 Nov 11:22 2021,27.86%,0.04,5.21,15.33,140.0,10.0,82.7,2.13,False,0.0,0.0,0.0,5.0,0.0
11 Mar 13:15 2021,Villanelle,6.5,Southwell,0.14,32.66,100.36,03 Nov 12:02 2021,3.38%,0.0,13.04,15.64,7.0,1.9,82.7,0.1,False,0.0,0.0,0.0,5.0,0.0
11 Mar 17:00 2021,Wilderness,67.0,Wincanton,0.19,32.38,115.87,03 Nov 13:09 2021,36.05%,0.07,5.36,13.56,100.0,8.4,82.7,2.54,False,0.0,0.0,0.0,5.0,0.0
11 Mar 15:25 2021,Minella Whisper,10.0,Wincanton,0.22,31.89,103.11,03 Nov 15:19 2021,9.38%,0.02,33.07,36.38,10.0,2.56,82.7,2.06,False,0.0,0.0,0.0,5.0,0.0
12 Mar 14:20 2021,Gortroe Joe,10.0,Leicester,0.16,41.21,101.29,03 Dec 12:07 2021,5.78%,0.01,9.54,11.13,10.5,2.94,82.7,0.26,False,0.0,0.0,0.0,4.0,0.0
12 Mar 14:05 2021,Kondratiev Wave,34.0,Lingfield,0.35,40.89,117.84,03 Dec 12:14 2021,40.0%,0.14,20.98,23.51,30.0,6.0,82.7,6.6,False,0.0,0.0,0.0,5.0,0.0
12 Mar 14:20 2021,The Bay Birch,3.5,Leicester,0.48,40.19,100.77,03 Dec 13:09 2021,4.84%,0.02,28.35,32.28,3.6,1.51,82.7,0.45,False,0.0,0.0,0.0,4.0,0.0
13 Mar 07:55 2021,Holy Enchantment,7.5,Ascot,0.42,40.01,100.8,13 Mar 07:07 2021,7.96%,0.03,8.46,14.88,9.8,1.75,82.7,0.18,False,0.0,0.0,0.0,5.0,0.0
13 Mar 17:12 2021,Jetaway Joey,3.5,Hereford,0.11,40.14,97.94,13 Mar 08:27 2021,0.98%,0.0,11.99,13.79,3.7,1.41,82.7,0.52,False,0.0,0.0,0.0,5.0,0.0
13 Mar 16:45 2021,Zolfo,41.0,Sandown,0.14,39.92,107.61,13 Mar 15:20 2021,19.24%,0.03,8.79,10.98,42.0,7.4,82.7,1.37,False,0.0,0.0,0.0,5.0,0.0
13 Mar 15:50 2021,Bird For Life,21.0,Wolverhampton,0.14,39.64,102.75,13 Mar 15:20 2021,8.97%,0.01,19.0,30.28,26.0,3.9,82.7,1.29,False,0.0,0.0,0.0,5.0,0.0
14 Mar 13:37 2021,Finistere,2.75,Warwick,0.15,39.52,99.25,14 Mar 09:43 2021,0.95%,0.0,11.06,12.62,2.88,1.28,82.7,0.17,False,0.0,0.0,0.0,5.0,0.0
14 Mar 14:07 2021,Duke Of Earl,29.0,Warwick,1.94,39.22,110.39,14 Mar 10:17 2021,0,0.0,1.56,2.94,35.47,4.25,19.36,1.35,True,1.56,2.94,0.4,5.0,0.0
14 Mar 14:07 2021,Duke Of Earl,29.0,Warwick,0.39,35.34,111.56,14 Mar 10:18 2021,30.56%,0.12,5.24,9.86,36.0,4.4,19.36,1.5,False,0.0,0.0,0.0,5.0,0.0
14 Mar 14:07 2021,Twominutes Turkish,5.5,Warwick,0.58,34.56,102.73,14 Mar 11:33 2021,7.44%,0.04,11.37,23.22,8.0,1.37,19.36,0.9,False,0.0,0.0,0.0,5.0,0.0
14 Mar 12:45 2021,The Appeal,11.0,Greyville,0.12,33.4,100.6,14 Mar 12:26 2021,6.69%,0.01,18.95,15.4,9.6,3.8,19.36,0.2,False,0.0,0.0,0.0,4.0,63.3282
15 Mar 12:30 2021,Naizagai,11.0,Stratford,7.08,33.58,107.49,15 Mar 11:01 2021,0,0.0,4.22,11.8,18.5,0.0,13.26,2.25,True,4.22,0.0,0.0,5.0,0.0
15 Mar 12:30 2021,Cabot Hills,34.0,Stratford,0.25,19.42,108.17,15 Mar 11:01 2021,19.95%,0.05,2.83,10.41,72.0,4.4,13.26,0.98,False,0.0,0.0,0.0,5.0,0.0
15 Mar 12:30 2021,Has Troke,34.0,Stratford,0.13,18.92,106.61,15 Mar 11:02 2021,16.74%,0.02,2.2,9.77,85.0,4.3,13.26,0.73,False,0.0,0.0,0.0,5.0,0.0
15 Mar 12:30 2021,Naizagai,11.0,Stratford,0.38,18.66,106.51,15 Mar 11:02 2021,17.35%,0.07,8.94,23.94,18.5,1.9,13.26,1.95,False,0.0,0.0,0.0,5.0,0.0
15 Mar 12:30 2021,Stepney Causeway,3.25,Stratford,0.54,17.9,103.2,15 Mar 11:02 2021,8.16%,0.04,16.79,22.17,3.6,1.23,13.26,1.18,False,0.0,0.0,0.0,5.0,0.0
15 Mar 16:10 2021,Queen Of The Court,3.75,Taunton,0.15,16.82,100.32,15 Mar 11:53 2021,4.17%,0.01,16.09,17.2,3.75,1.62,13.26,0.1,False,0.0,0.0,0.0,4.0,0.0
15 Mar 16:10 2021,Lanspark,17.0,Taunton,0.43,41.44,110.62,15 Mar 16:10 2021,25.0%,0.11,8.51,10.68,17.0,4.0,91.25,1.8,False,0.0,0.0,0.0,4.0,0.0
16 Mar 13:20 2021,Blue Lord,11.0,Cheltenham,0.29,40.58,102.4,15 Mar 16:17 2021,10.16%,0.03,8.62,10.51,11.5,2.62,91.25,0.43,False,0.0,0.0,0.0,5.0,0.0
15 Mar 16:25 2021,No Worries,41.0,Plumpton,0.18,49.71,106.53,15 Mar 16:24 2021,16.98%,0.03,11.62,25.34,60.0,7.4,91.25,2.22,False,0.0,0.0,0.0,4.0,0.0
16 Mar 15:40 2021,Floressa,41.0,Cheltenham,0.13,49.35,103.38,16 Mar 07:01 2021,13.99%,0.02,7.69,11.65,48.0,7.0,91.25,0.61,False,0.0,0.0,0.0,5.0,0.0
16 Mar 15:40 2021,Floressa,41.0,Cheltenham,1.29,49.09,103.89,16 Mar 07:19 2021,0,0.0,1.15,1.67,44.0,7.0,31.78,0.7,True,1.15,1.67,0.02,5.0,0.0
16 Mar 13:20 2021,For Pleasure,51.0,Cheltenham,0.11,46.51,104.44,16 Mar 07:47 2021,12.74%,0.01,13.26,28.3,75.0,7.6,31.78,1.73,False,0.0,0.0,0.0,5.0,59.47
16 Mar 13:55 2021,Eldorado Allen,51.0,Cheltenham,0.1,46.29,105.74,16 Mar 08:13 2021,18.75%,0.02,11.17,11.83,48.0,12.0,31.78,1.21,False,0.0,0.0,0.0,4.0,59.47
16 Mar 15:40 2021,Minella Melody,21.0,Cheltenham,0.14,46.09,101.41,16 Mar 08:22 2021,9.09%,0.01,14.33,17.24,22.0,4.4,31.78,0.42,False,0.0,0.0,0.0,5.0,0.0
16 Mar 16:05 2021,Lucou,15.0,Sedgefield,0.26,45.81,102.95,16 Mar 08:29 2021,11.76%,0.03,10.51,11.91,15.0,3.4,31.78,0.62,False,0.0,0.0,0.0,5.0,0.0
16 Mar 13:20 2021,Soaring Glory,12.0,Cheltenham,0.18,45.29,101.45,16 Mar 08:50 2021,6.02%,0.01,10.3,14.55,14.0,2.66,31.78,0.35,False,0.0,0.0,0.0,5.0,59.47
16 Mar 13:45 2021,Courting Insanity,21.0,Sedgefield,0.11,44.93,102.02,16 Mar 09:34 2021,7.69%,0.01,15.63,14.56,19.5,5.0,32.43,0.59,False,0.0,0.0,0.0,5.0,59.47
16 Mar 13:20 2021,Irascible,41.0,Cheltenham,0.26,44.71,109.79,16 Mar 12:34 2021,23.51%,0.06,6.15,14.01,60.0,5.8,32.43,1.76,False,0.0,0.0,0.0,5.0,59.47
16 Mar 13:20 2021,Metier,6.5,Cheltenham,0.11,44.19,99.68,16 Mar 12:48 2021,1.98%,0.0,15.39,19.19,7.2,1.88,32.43,0.11,False,0.0,0.0,0.0,5.0,59.47
16 Mar 16:05 2021,Crack Du Ninian,8.0,Sedgefield,0.25,46.53,100.26,16 Mar 14:35 2021,5.19%,0.01,10.02,12.88,8.8,2.1,32.43,0.06,False,0.0,0.0,0.0,5.0,0.0
16 Mar 14:45 2021,Lincoln Park,4.5,Southwell,0.1,45.67,99.39,16 Mar 14:43 2021,1.24%,0.0,11.04,10.26,4.3,1.76,32.43,0.13,False,0.0,0.0,0.0,5.0,59.47
16 Mar 15:40 2021,Black Tears,12.0,Cheltenham,0.16,45.47,101.18,16 Mar 14:48 2021,5.59%,0.01,25.48,29.24,12.5,2.92,32.43,0.63,False,0.0,0.0,0.0,5.0,0.0
16 Mar 16:05 2021,Authorizo,10.0,Sedgefield,0.13,45.77,100.4,16 Mar 14:50 2021,3.81%,0.01,10.02,12.52,11.0,2.48,32.43,0.09,False,0.0,0.0,0.0,5.0,0.0
17 Mar 15:05 2021,Notebook,34.0,Cheltenham,0.2,45.11,105.56,16 Mar 15:07 2021,18.33%,0.04,7.23,11.43,40.0,5.7,32.43,0.95,False,0.0,0.0,0.0,5.0,0.0
16 Mar 16:05 2021,The Herds Garden,34.0,Sedgefield,0.12,49.88,102.55,16 Mar 15:55 2021,8.74%,0.01,11.22,23.31,50.0,5.4,94.02,0.84,False,0.0,0.0,0.0,5.0,0.0
16 Mar 16:05 2021,Seaborough,21.0,Sedgefield,0.15,49.64,102.11,16 Mar 15:57 2021,7.65%,0.01,8.95,15.01,27.0,3.85,94.02,0.48,False,0.0,0.0,0.0,5.0,0.0
16 Mar 16:05 2021,Comber Mill,29.0,Sedgefield,0.11,49.34,101.81,16 Mar 15:59 2021,7.19%,0.01,7.62,14.2,40.0,4.9,94.02,0.38,False,0.0,0.0,0.0,5.0,0.0
